0.0,0.75062346,0.6496914,0.6390845
0.024390245,0.7705736,0.6381173,0.6907277
0.05284553,0.7448047,0.6219136,0.6672535
0.05226481,0.75228596,0.66126543,0.6549296
0.06271777,0.7331671,0.6427469,0.6449531
0.07723577,0.7206983,0.6342593,0.6197183
0.1126597,0.7871987,0.6087963,0.6443662
0.042392567,0.74147964,0.6134259,0.67546946
0.005807201,0.7655861,0.6520062,0.7112676
0.0,0.755611,0.6751543,0.6109155
0.005226481,0.758936,0.6481482,0.612676
0.023809524,0.76226103,0.6643519,0.6003521
0.05981417,0.7223608,0.6404321,0.60622066
0.027874565,0.74147964,0.6574074,0.61208916
0.0034843206,0.7240233,0.6373457,0.55516434
0.12543555,0.7206983,0.625,0.5938967
0.006968641,0.7664173,0.6527778,0.55809855
0.018002324,0.755611,0.6782407,0.59917843
0.05574913,0.7680798,0.69521606,0.5616197
0.012195122,0.7738986,0.6666667,0.59213614
0.0,0.76475483,0.6736111,0.600939
0.045876887,0.748961,0.6412037,0.59859157
0.045296166,0.75477976,0.6365741,0.62676054
0.0040650405,0.7680798,0.6643519,0.60739434
0.080139376,0.73233587,0.625,0.60211265
0.022648083,0.7223608,0.6280864,0.556338
