0.48565122,0.2852428,0.5815944,0.7583333
0.21578366,0.097124,0.5548422,0.7447917
0.116445914,0.05940594,0.3044409,0.73125005
0.1727373,0.12116926,0.6441947,0.73541665
0.27483442,0.11834041,0.34403425,0.6723959
0.15562914,0.092409246,0.19689673,0.6010417
0.13024282,0.07685054,0.42429107,0.6265625
0.17218542,0.13389911,0.26538256,0.7036458
0.1986755,0.17256013,0.43124667,0.72083336
0.15673289,0.121640734,0.64686996,0.7265625
0.10540839,0.0796794,0.4553237,0.58802086
0.044701986,0.060348894,0.098983414,0.5703125
0.067880794,0.110796794,0.7608347,0.6322917
0.1451435,0.145686,0.57945424,0.5947917
0.32671082,0.29608676,0.58801496,0.5833334
0.24944812,0.23715228,0.5751739,0.5989584
0.11147903,0.14804338,0.7388978,0.5911458
0.06125828,0.1961339,0.8432317,0.5734375
0.05629139,0.18859029,0.84537184,0.5776042
0.13355409,0.13767092,0.6083467,0.61145836
0.13465784,0.12965582,0.6067416,0.6885417
0.11368653,0.12871288,0.68164796,0.65520835
0.07615894,0.1730316,0.85393256,0.640625
0.12251656,0.15888731,0.78170145,0.6479167
0.31346577,0.19707686,0.599786,0.61041665
0.42604855,0.22772278,0.64044946,0.6046875
0.38852096,0.18906176,0.623328,0.6151042
0.2312362,0.15087223,0.71910113,0.5994792
0.14790288,0.16265912,0.77260566,0.559375
0.12472407,0.14615747,0.7255217,0.5296875
0.13631347,0.13484207,0.66987693,0.5338542
0.14790288,0.13578501,0.6768325,0.54375
0.14845476,0.13154173,0.66773677,0.5859375
0.32119206,0.20132013,0.59283036,0.70885414
0.24889624,0.13814239,0.59336543,0.69427085
0.09492274,0.1320132,0.6950241,0.659375
0.20033112,0.11315417,0.3937935,0.6869792
0.1777042,0.08722301,0.3943285,0.6880208
0.13576159,0.07449316,0.48796147,0.690625
0.15949227,0.08958039,0.37025148,0.6567709
0.10927153,0.099952854,0.6741573,0.66302085
0.08388521,0.13248469,0.8063135,0.6307292
0.10485651,0.13248469,0.7303371,0.57968754
0.18101546,0.15370108,0.5307651,0.5109375
0.20750551,0.14521453,0.54200107,0.59791666
0.19701986,0.13107026,0.5045479,0.6088542
0.21578367,0.14898632,0.53237027,0.63177085
0.22792494,0.14898632,0.52862495,0.646875
0.15949227,0.11834041,0.6201177,0.6645833
0.1120309,0.12069778,0.69234884,0.66770834
0.09933775,0.12446959,0.74531835,0.65260416
0.10927153,0.083451204,0.4660246,0.6515625
0.15728477,0.09570957,0.34563938,0.6020833
0.11092715,0.0660066,0.33386838,0.65052086
0.14348786,0.08958039,0.35313,0.77760416
0.12362031,0.0853371,0.57463884,0.75416666
0.106512144,0.10419614,0.58266455,0.59531254
0.119205296,0.12164074,0.6088818,0.47083333
0.117549665,0.12588403,0.612092,0.49010417
0.18874173,0.14992929,0.62867844,0.6640625
0.40562913,0.28618577,0.6837881,0.7104167
0.495585,0.3050448,0.6532905,0.72239584
0.2798013,0.145686,0.65008026,0.7317709
0.13024282,0.13719943,0.752809,0.73593754
0.105408385,0.13719943,0.7838416,0.7192708
0.13631347,0.13672796,0.7560193,0.675
0.18267109,0.121640734,0.6131621,0.62708336
0.1892936,0.10419613,0.47458532,0.6432292
0.12858719,0.09240924,0.5232745,0.703125
0.12913907,0.09618105,0.6035313,0.7260417
0.14348786,0.089108914,0.48047084,0.7447917
0.1263797,0.11692598,0.76297486,0.7296875
0.1330022,0.115983024,0.6982343,0.6765625
0.28918323,0.16595946,0.58426964,0.6588542
0.2268212,0.1400283,0.5858748,0.7161459
0.20750551,0.13531354,0.5810594,0.7135417
0.14072847,0.10796794,0.553237,0.6947917
0.2571744,0.23196605,0.5869449,0.7583334
0.71247244,0.48892033,0.82771534,0.74895835
0.43984547,0.27345592,0.6907437,0.7484375
0.15011038,0.1805752,0.811129,0.6770834
0.116445914,0.13861386,0.7822365,0.6229167
0.15783665,0.10466761,0.5452113,0.6567708
0.18377483,0.09618105,0.4365971,0.671875
0.16059603,0.08533711,0.25949705,0.6666667
0.10871965,0.10089581,0.7030498,0.7
0.18101545,0.086751536,0.37132156,0.66614586
0.3785872,0.21027817,0.44248262,0.70208335
0.20640177,0.12494107,0.26966292,0.721875
0.22240618,0.08769449,0.5398609,0.7328125
0.20529802,0.086280055,0.623328,0.7041667
0.08774834,0.08392268,0.6367041,0.675
0.093818985,0.08769449,0.57517385,0.6567709
0.093818985,0.10702499,0.788122,0.66614586
0.11368653,0.10938237,0.576244,0.6203125
0.16887417,0.13672796,0.3424291,0.57447916
0.18101545,0.11786893,0.48742643,0.71770835
0.28035322,0.14710042,0.52915996,0.7552083
0.31181017,0.12258369,0.33226323,0.72083336
0.18653421,0.07307874,0.5013376,0.7171875
0.18267109,0.119754836,0.80363834,0.7135417
0.24834438,0.11881188,0.5307651,0.6515625
0.2709713,0.15040076,0.57035846,0.63437504
